"id","objet_id","portail","module","route","scenario","niveau_preuve","statut","blocage","preuve","responsable"
"REC-ACT-3089e51d01a5","ACT-3089e51d01a5","admin | airport | factory | mine | owner | sonasp","shipping","/shipping/preparation/:id | /shipping/preparation/:id/details","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot expéditions"
"REC-ACT-30ac51df9bd7","ACT-30ac51df9bd7","admin | mine | owner | sonasp","production","/performance/budgets | /performance/forecasts","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot production industrielle"
"REC-ACT-30b8e803a02c","ACT-30b8e803a02c","admin | dgi | mine | owner | sonasp","conciliation","/conciliation","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot conciliation"
"REC-ACT-30d40437b1cc","ACT-30d40437b1cc","dgi | dgmg | owner","portal-dgi | portal-dgmg","/portail-dgi | /portail-dgmg","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-30f7cb0f2697","ACT-30f7cb0f2697","admin | collector | comptoir | dgi | owner | sonasp","artisan_gold_market","/artisan-minier/ventes-or/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot marché artisanal et paiements"
"REC-ACT-311b7a01ca2f","ACT-311b7a01ca2f","admin | customer | mine | owner | sonasp","sales","/payments","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot ventes internationales et paiements"
"REC-ACT-3127d5d95e6a","ACT-3127d5d95e6a","admin | owner | sonasp","production","/production/achats-mines","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot production industrielle"
"REC-ACT-315380947075","ACT-315380947075","admin | owner | sonasp","gold_purchases","/achats/reglements/nouveau","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-3169319ea57a","ACT-3169319ea57a","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-31cad0fef896","ACT-31cad0fef896","admin | dgi | mine | owner | sonasp","conciliation","/conciliation/regles-fiscales","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot conciliation"
"REC-ACT-320c7a9ecc7e","ACT-320c7a9ecc7e","admin | mine | owner | refinery | sonasp","refining","/refining | /refining/:id/process","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot raffinage"
"REC-ACT-322ee15a12a2","ACT-322ee15a12a2","admin | dgmg | owner","artisan-minier","/artisan-minier/comptoirs","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-327cf14e9d22","ACT-327cf14e9d22","comptoir | owner","portal-comptoir","/portail-comptoir/ventes-sonasp","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot portal-comptoir"
"REC-ACT-329f0409a228","ACT-329f0409a228","admin | mine | owner | sonasp","stakeholders","/stakeholders/depositors/:id/edit | /stakeholders/depositors/new","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot référentiels (root pilote Clients)"
"REC-ACT-32a557b81ed6","ACT-32a557b81ed6","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-337079538a6d","ACT-337079538a6d","admin | owner | sonasp","artisan-minier","/artisan-minier","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-3486f116e4bd","ACT-3486f116e4bd","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-34f21aae8a6d","ACT-34f21aae8a6d","admin | owner","administration","/admin/modules","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot administration et IAM"
"REC-ACT-351df22a6404","ACT-351df22a6404","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/collecteurs | /artisan-minier/collecteurs/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-3539cffe3ead","ACT-3539cffe3ead","admin | dgi | mine | owner | sonasp","conciliation","/conciliation/regles-fiscales","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot conciliation"
"REC-ACT-3554dfcac66d","ACT-3554dfcac66d","admin | airport | customer | factory | mine | owner | refinery | sonasp","international_markets","/fx-rates","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot international_markets"
"REC-ACT-35596b33e847","ACT-35596b33e847","admin | owner | sonasp","gold_purchases","/achats/reglements/nouveau","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-357b554062f2","ACT-357b554062f2","admin | airport | customer | factory | mine | owner | refinery | sonasp","analytics | production_analytics | reports | sales_analytics","/analytics | /analytics/national | /analytics/production | /analytics/ventes | /reports","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-35e725d99699","ACT-35e725d99699","admin | airport | factory | mine | owner | sonasp","shipping","/freight/shipments/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot expéditions"
"REC-ACT-3624c32ec744","ACT-3624c32ec744","admin | airport | collector | comptoir | customer | dgi | dgmg | direction | factory | mine | owner | refinery | sonasp","transverse","/help","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot transverse"
"REC-ACT-36720e094d09","ACT-36720e094d09","admin | mine | owner | sonasp","production","/production/licenses","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot production industrielle"
"REC-ACT-367d4c899453","ACT-367d4c899453","admin | owner | sonasp","gold_purchases","/achats/reglements/nouveau","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-3684404ebe70","ACT-3684404ebe70","admin | airport | collector | comptoir | customer | dgi | dgmg | direction | factory | mine | owner | refinery | sonasp","transverse","/profile","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot transverse"
"REC-ACT-3689e4d0179f","ACT-3689e4d0179f","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-36b5b3265240","ACT-36b5b3265240","admin | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/ventes-or/:id/modifier | /artisan-minier/ventes-or/nouvelle","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot marché artisanal et paiements"
"REC-ACT-372565ac11f0","ACT-372565ac11f0","admin | owner","administration","/access/portals","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot administration et IAM"
"REC-ACT-377e8cebeeb1","ACT-377e8cebeeb1","admin | mine | owner | sonasp","gold_purchases","/achats/reglements","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-37a1e3906bcc","ACT-37a1e3906bcc","admin | owner | sonasp","gold_purchases","/requisitions/:id/modifier | /requisitions/nouvelle","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-37f62b0a4329","ACT-37f62b0a4329","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-3824e5958052","ACT-3824e5958052","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-382ad5776c0d","ACT-382ad5776c0d","admin | owner | sonasp","national_reserve","/national-reserve/allocations/:id/edit | /national-reserve/allocations/new","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot réserve nationale"
"REC-ACT-38af77682867","ACT-38af77682867","admin | mine | owner | sonasp","gold_purchases","/contrats","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-38c0ddf87b22","ACT-38c0ddf87b22","admin | owner | sonasp","production","/production/licenses/requests","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot production industrielle"
"REC-ACT-38cee3b00eca","ACT-38cee3b00eca","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-38fe2b5304c4","ACT-38fe2b5304c4","admin | mine | owner | sonasp","gold_purchases","/contrats","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-390fd17ef30d","ACT-390fd17ef30d","admin | owner | sonasp","national_reserve","/national-reserve | /national-reserve/audit | /national-reserve/controls | /national-reserve/physical | /national-reserve/valuation","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot réserve nationale"
"REC-ACT-39488f51329b","ACT-39488f51329b","admin | collector | comptoir | dgi | owner | sonasp","artisan_gold_market","/artisan-minier/ventes-or","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot marché artisanal et paiements"
"REC-ACT-395d0bab35e4","ACT-395d0bab35e4","admin | customer | mine | owner | sonasp","sales","/payments","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot ventes internationales et paiements"
"REC-ACT-39911db502fa","ACT-39911db502fa","admin | airport | mine | owner | sonasp","shipping","/freight-customs/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot expéditions"
"REC-ACT-39a2dc2b7945","ACT-39a2dc2b7945","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-39b0694476ac","ACT-39b0694476ac","admin | airport | factory | mine | owner | sonasp","shipping","/freight/shipments/create","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot expéditions"
"REC-ACT-3a0377ac515e","ACT-3a0377ac515e","admin | owner","administration | public-et-alias","/admin/users | /users","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-3a6fa59b19dd","ACT-3a6fa59b19dd","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id/edit | /artisan-minier/liste","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-3a7443ef5a49","ACT-3a7443ef5a49","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-3a8e8c70b260","ACT-3a8e8c70b260","admin | mine | owner | sonasp","gold_purchases","/achats/reglements","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-3a8ec3b738d7","ACT-3a8ec3b738d7","admin | mine | owner | refinery | sonasp","refining","/refining | /refining/:id/process","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot raffinage"
"REC-ACT-3ab98fa3d2da","ACT-3ab98fa3d2da","admin | airport | customer | factory | mine | owner | refinery | sonasp","international_markets","/gold-prices | /sales/simulator | /sales/trade-space","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot international_markets"
"REC-ACT-3af76034852f","ACT-3af76034852f","admin | airport | factory | mine | owner | sonasp","shipping","/freight | /freight-customs | /freight-customs/:id | /freight-customs/create | /freight/shipments/create | /shipping | /shipping/preparation | /shipping/preparation/new","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot expéditions"
"REC-ACT-3b3565c1be03","ACT-3b3565c1be03","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-3b474d4aa3f3","ACT-3b474d4aa3f3","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id | /artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-3b8290a707a1","ACT-3b8290a707a1","admin | owner | sonasp","gold_purchases","/achats/plans/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-3baf8476c0c9","ACT-3baf8476c0c9","collector | owner","portal-collector","/portail-collecteur","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot portal-collector"
"REC-ACT-3bc19d26fa5c","ACT-3bc19d26fa5c","admin | dgi | mine | owner | sonasp","conciliation","/conciliation/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot conciliation"
"REC-ACT-3be01eae1658","ACT-3be01eae1658","admin | owner","administration | public-et-alias","/admin/users | /users","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-3c3f52901316","ACT-3c3f52901316","owner | sonasp","public-et-alias","/approvals","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot public-et-alias"
"REC-ACT-3c7273fc3903","ACT-3c7273fc3903","admin | mine | owner | sonasp","production","/performance/budgets | /performance/forecasts","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot production industrielle"
"REC-ACT-3ca85708cfa3","ACT-3ca85708cfa3","admin | owner | sonasp","gold_purchases","/achats/reglements/nouveau","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-3ca97ecd8623","ACT-3ca97ecd8623","admin | airport | collector | comptoir | customer | dgi | dgmg | direction | factory | mine | owner | refinery | sonasp","transverse","/help","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot transverse"
"REC-ACT-3caac0c026fa","ACT-3caac0c026fa","admin | collector | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/paiements/historique","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot marché artisanal et paiements"
"REC-ACT-3ce4d366c26f","ACT-3ce4d366c26f","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id/edit | /artisan-minier/liste","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-3cf0d8e3f64b","ACT-3cf0d8e3f64b","admin | airport | factory | mine | owner | sonasp","shipping","/shipping/preparation/new","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot expéditions"
"REC-ACT-3cfb267b3f14","ACT-3cfb267b3f14","admin | collector | comptoir | dgi | owner | sonasp","artisan_gold_market","/artisan-minier/ventes-or/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot marché artisanal et paiements"
"REC-ACT-3d115999fe04","ACT-3d115999fe04","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-3d4f48660d9c","ACT-3d4f48660d9c","admin | dgi | mine | owner | sonasp","conciliation","/conciliation","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot conciliation"
"REC-ACT-3dbe59b96c94","ACT-3dbe59b96c94","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/liste","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-3ddbc675bbfc","ACT-3ddbc675bbfc","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id/edit | /artisan-minier/liste","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-3e23eba50e91","ACT-3e23eba50e91","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-3e4f49eb48a9","ACT-3e4f49eb48a9","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-3eb30d83b00c","ACT-3eb30d83b00c","public","public-et-alias","/","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot public-et-alias"
"REC-ACT-3ed79e7f4d4c","ACT-3ed79e7f4d4c","admin | dgi | mine | owner | sonasp","conciliation","/conciliation/regles-fiscales","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot conciliation"
"REC-ACT-3ef030137faf","ACT-3ef030137faf","admin | owner | sonasp","artisan-minier","/artisan-minier","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-3f1749334bcd","ACT-3f1749334bcd","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-3f42a3b3dfe6","ACT-3f42a3b3dfe6","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/liste","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-3f934b4ce896","ACT-3f934b4ce896","admin | owner","administration","/users/:userId","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot administration et IAM"
"REC-ACT-3fa1de3dbd05","ACT-3fa1de3dbd05","admin | owner | sonasp","dashboard","/dashboard","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot pilotage national"
"REC-ACT-3fafe39ed163","ACT-3fafe39ed163","admin | owner | sonasp","gold_purchases","/achats/comptes-paiements","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-3fd79b2030f3","ACT-3fd79b2030f3","admin | owner | sonasp","dashboard","/dashboard","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot pilotage national"
"REC-ACT-3fdd608f0889","ACT-3fdd608f0889","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/collecteurs | /artisan-minier/collecteurs/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-3ff8732922d7","ACT-3ff8732922d7","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
